year,transistors,max_clock,clock,tdp,vdd_high,vdd_low
2012.0,,3600.0,2900.0,65.0,,
2012.0,,3500.0,2800.0,65.0,,
2012.0,,3100.0,2100.0,35.0,,
2012.0,,2800.0,1800.0,17.0,,
2012.0,,3500.0,3100.0,77.0,,
2013.0,,2000.0,1600.0,11.5,,
2013.0,,2900.0,2900.0,35.0,,
2013.0,,3900.0,3500.0,84.0,,
2013.0,,3000.0,3000.0,35.0,,
2013.0,,3600.0,3600.0,54.0,,
2013.0,,3000.0,3000.0,53.0,,
2013.0,,2700.0,2700.0,35.0,,
2013.0,,3400.0,3400.0,54.0,,
2013.0,,3300.0,3300.0,53.0,,
2013.0,,2000.0,1700.0,6.0,,
2013.0,,2400.0,1700.0,9.0,,
2013.0,,2600.0,2400.0,14.0,,
2013.0,,2400.0,1700.0,12.0,,
2013.0,,2600.0,2400.0,20.0,,
2013.0,,1500.0,1500.0,,,
2013.0,,2600.0,2600.0,35.0,,
2013.0,,2300.0,2300.0,37.0,,
2013.0,,1330.0,1330.0,,,
2013.0,,1460.0,1460.0,,,
2013.0,,1900.0,1500.0,11.5,,
2013.0,,2300.0,1600.0,11.5,,
2013.0,,2300.0,1600.0,11.5,,
2013.0,,3300.0,2100.0,15.0,,
2013.0,,2900.0,1700.0,11.5,,
2013.0,,1700.0,1700.0,15.0,,
2013.0,,1200.0,1200.0,11.5,,
2013.0,,2000.0,2000.0,37.0,,
2013.0,,3200.0,2700.0,65.0,,
2013.0,,3900.0,3200.0,65.0,,
2013.0,,3500.0,2800.0,37.0,,
2013.0,,2000.0,2000.0,7.5,,
2013.0,,1600.0,1600.0,7.5,,
2013.0,,2000.0,2000.0,7.5,,
2013.0,,1460.0,1460.0,4.3,,
2013.0,,1330.0,1330.0,,,
2013.0,,3700.0,3000.0,65.0,,
2013.0,,2100.0,2100.0,35.0,,
2013.0,,1400.0,1400.0,15.0,,
2013.0,,2410.0,2410.0,10.0,,
2013.0,,3900.0,3400.0,130.0,,
2013.0,,3900.0,3700.0,130.0,,
2013.0,,3000.0,3000.0,130.0,,
2013.0,,3200.0,2400.0,115.0,,
2013.0,,3600.0,3000.0,130.0,,
2013.0,,3300.0,2500.0,115.0,,
2013.0,,4000.0,3300.0,130.0,,
2013.0,,3000.0,2200.0,95.0,,
2013.0,,2100.0,1700.0,70.0,,
2013.0,,3400.0,2600.0,95.0,,
2013.0,,3800.0,3500.0,130.0,,
2013.0,,1200.0,1200.0,,,
2013.0,,3900.0,3000.0,130.0,,
2013.0,,2130.0,2130.0,7.5,,
2013.0,,1200.0,1200.0,,1.2,0.3
2013.0,,4000.0,3600.0,130.0,,
2013.0,,2410.0,2410.0,10.0,,
2013.0,,4000.0,3400.0,150.0,,
2013.0,,1800.0,1800.0,80.0,,
2013.0,,1100.0,1100.0,11.5,,
2013.0,,1600.0,1600.0,15.0,,
2013.0,,1700.0,1700.0,15.0,,
2013.0,,1200.0,1200.0,11.5,,
2013.0,,2166.0,2166.0,7.5,,
2013.0,,1600.0,1600.0,4.5,,
2013.0,,1860.0,1860.0,7.5,,
2013.0,,4000.0,3300.0,110.0,1.3,0.65
2013.0,,1100.0,1100.0,300.0,,
2013.0,,2600.0,2100.0,80.0,,
2013.0,,4000.0,3700.0,130.0,,
2013.0,,3900.0,3500.0,130.0,,
2013.0,,3900.0,3700.0,130.0,,
2013.0,,3500.0,2700.0,130.0,,
2013.0,,3800.0,3500.0,130.0,,
2013.0,,2800.0,2400.0,60.0,,
2013.0,,1500.0,1500.0,11.5,,
2013.0,1400.0,2000.0,2000.0,95.0,1.3,0.65
2013.0,,2410.0,2410.0,10.0,,
2013.0,,1800.0,1800.0,35.0,,
2013.0,,1500.0,1500.0,17.0,,
2013.0,,1500.0,1500.0,17.0,,
2013.0,,2000.0,2000.0,35.0,,
2013.0,,2300.0,2300.0,35.0,,
2013.0,,3500.0,3500.0,55.0,,
2013.0,,3000.0,3000.0,35.0,,
2013.0,,3400.0,3400.0,55.0,,
2013.0,,3300.0,3300.0,55.0,,
2013.0,,3000.0,3000.0,55.0,,
2013.0,,3400.0,2800.0,47.0,,
2013.0,,2600.0,1300.0,15.0,,
2013.0,,2900.0,1400.0,15.0,,
2013.0,,3200.0,3000.0,84.0,,
2013.0,,3200.0,2700.0,65.0,,
2013.0,,3300.0,3100.0,84.0,,
2013.0,,3300.0,2800.0,65.0,,
2013.0,,3600.0,3200.0,84.0,,
2013.0,,3600.0,2900.0,35.0,,
2013.0,,3800.0,3400.0,84.0,,
2013.0,,3800.0,3400.0,84.0,,
2013.0,,3800.0,3100.0,65.0,,
2013.0,,3300.0,2300.0,45.0,,
2013.0,,1500.0,1100.0,13.0,,
2013.0,,3500.0,3100.0,80.0,,
2013.0,,2500.0,2500.0,35.0,,
2013.0,,2600.0,2600.0,35.0,,
2013.0,,1900.0,1900.0,17.0,,
2013.0,,3200.0,2600.0,35.0,,
2013.0,,2800.0,2800.0,55.0,,
2013.0,,2600.0,2600.0,55.0,,
2013.0,,1500.0,1500.0,11.5,,
2013.0,,2900.0,2900.0,55.0,,
2013.0,,2500.0,2500.0,35.0,,
2013.0,,3200.0,3200.0,55.0,,
2013.0,,2300.0,2300.0,35.0,,
2013.0,,2700.0,2700.0,35.0,,
2013.0,,3700.0,3000.0,35.0,,
2013.0,,3200.0,3200.0,55.0,,
2013.0,,,,,,
2013.0,,3600.0,2900.0,35.0,,
2013.0,,2800.0,1800.0,25.0,,
2013.0,,3400.0,2700.0,35.0,,
2013.0,,2900.0,1900.0,17.0,,
2013.0,,2100.0,2100.0,35.0,,
2013.0,,1800.0,1800.0,17.0,,
2013.0,,1400.0,1400.0,13.0,,
2013.0,,2000.0,1500.0,13.0,,
2013.0,,2300.0,1500.0,13.0,,
2013.0,,2600.0,1500.0,13.0,,
2013.0,,1100.0,1100.0,10.0,,
2013.0,,3100.0,2000.0,17.0,,
2013.0,,,,,,
2013.0,1400.0,3900.0,3500.0,80.0,,
2013.0,,2700.0,1800.0,17.0,,
2013.0,,3300.0,2100.0,17.0,,
2013.0,,3700.0,3300.0,80.0,,
2013.0,,2600.0,2600.0,35.0,,
2013.0,,4000.0,3600.0,82.0,,
2013.0,,1400.0,1400.0,15.0,,
2013.0,,1100.0,1100.0,300.0,,
2013.0,,3500.0,2300.0,47.0,,
2013.0,,3600.0,2900.0,37.0,,
2013.0,,3100.0,2500.0,37.0,,
2013.0,,1333.0,1238.0,300.0,,
2013.0,,3300.0,2600.0,37.0,,
2013.0,,2500.0,2500.0,37.0,,
2013.0,,2400.0,2400.0,35.0,,
2013.0,,2800.0,2800.0,55.0,,
2013.0,,3300.0,2800.0,65.0,,
2013.0,,3300.0,3100.0,77.0,,
2013.0,,3900.0,3100.0,65.0,,
2013.0,,3200.0,1600.0,47.0,,
2013.0,,3400.0,2400.0,47.0,,
2013.0,,3800.0,3400.0,80.0,,
2013.0,,3800.0,2600.0,47.0,,
2013.0,,1333.0,1238.0,300.0,,
2013.0,,1053.0,1053.0,245.0,,
2013.0,,1900.0,1400.0,11.5,,
2013.0,,1300.0,1300.0,11.5,,
2013.0,,2000.0,2000.0,28.0,,
2013.0,,2900.0,2400.0,28.0,,
2013.0,,3100.0,2600.0,28.0,,
2013.0,,3300.0,2800.0,28.0,,
2013.0,,3600.0,2400.0,47.0,,
2013.0,,3200.0,1800.0,47.0,,
2013.0,,4000.0,3600.0,84.0,,
2013.0,,1100.0,1100.0,300.0,,
2013.0,,2410.0,2410.0,10.0,,
2013.0,,1000.0,1000.0,10.0,,
2013.0,,2400.0,2400.0,37.0,,
2013.0,,1700.0,1700.0,15.0,,
2013.0,,1800.0,1800.0,15.0,,
2013.0,,3000.0,1500.0,15.0,,
2013.0,,3400.0,2400.0,47.0,,
2013.0,,3400.0,2400.0,47.0,,
2013.0,,3200.0,2200.0,37.0,,
2013.0,,3200.0,2200.0,37.0,,
2013.0,,3900.0,3400.0,84.0,,
2013.0,,3900.0,3500.0,84.0,,
2013.0,,3000.0,2000.0,35.0,,
2013.0,,3700.0,2700.0,47.0,,
2013.0,,3700.0,2500.0,45.0,,
2013.0,,3800.0,3400.0,84.0,,
2013.0,,3000.0,1800.0,15.0,,
2013.0,,2600.0,1600.0,15.0,,
2013.0,,1900.0,1900.0,35.0,,
2013.0,,1600.0,1600.0,17.0,,
2013.0,,1900.0,1900.0,17.0,,
2013.0,,3900.0,3000.0,57.0,,
2013.0,,3700.0,2500.0,45.0,,
2013.0,,3200.0,2000.0,47.0,,
2013.0,,3800.0,2800.0,47.0,,
2013.0,,2000.0,2000.0,10.0,,
2014.0,,1600.0,1600.0,11.5,,
2014.0,,3000.0,2000.0,120.0,,
2014.0,,1900.0,1900.0,15.0,,
2014.0,,3300.0,2300.0,120.0,,
2014.0,,1900.0,1900.0,15.0,,
2014.0,,3600.0,2600.0,145.0,,
2014.0,,3600.0,2300.0,135.0,,
2014.0,,2160.0,2160.0,7.5,,
2014.0,,,,,0.0,
2014.0,,2160.0,2160.0,7.5,,
2014.0,,3600.0,2300.0,145.0,,
2014.0,,2000.0,1600.0,11.5,,
2014.0,,4000.0,3200.0,65.0,,
2014.0,,2700.0,1700.0,15.0,,
2014.0,,3900.0,3500.0,84.0,,
2014.0,,3900.0,2700.0,45.0,,
2014.0,,,,,0.0,
2014.0,,3900.0,3500.0,88.0,,
2014.0,,3900.0,3200.0,65.0,,
2014.0,,3500.0,2500.0,45.0,,
2014.0,,3200.0,2200.0,35.0,,
2014.0,,3700.0,3300.0,84.0,,
2014.0,,3400.0,3200.0,84.0,,
2014.0,,3400.0,2900.0,65.0,,
2014.0,,1490.0,1490.0,,,
2014.0,,2000.0,2000.0,15.0,,
2014.0,,4100.0,3700.0,82.0,,
2014.0,,3900.0,3500.0,80.0,,
2014.0,,3800.0,3400.0,80.0,,
2014.0,,3000.0,2000.0,25.0,,
2014.0,,4100.0,3700.0,84.0,,
2014.0,,4000.0,3600.0,84.0,,
2014.0,,3900.0,3500.0,84.0,,
2014.0,,3700.0,3300.0,84.0,,
2014.0,,3200.0,2600.0,37.0,,
2014.0,,2400.0,2400.0,37.0,,
2014.0,,2200.0,2200.0,37.0,,
2014.0,,3100.0,2000.0,15.0,,
2014.0,,4000.0,3600.0,80.0,,
2014.0,,3000.0,2300.0,105.0,,
2014.0,,3300.0,2800.0,28.0,,
2014.0,,3100.0,2300.0,120.0,,
2014.0,,2900.0,1800.0,55.0,,
2014.0,,3700.0,3500.0,135.0,,
2014.0,,3600.0,3200.0,135.0,,
2014.0,,3500.0,3500.0,53.0,,
2014.0,,4000.0,2800.0,47.0,,
2014.0,,3700.0,2500.0,47.0,,
2014.0,,3400.0,2200.0,47.0,,
2014.0,,3500.0,3000.0,28.0,,
2014.0,,4400.0,4000.0,88.0,,
2014.0,,3200.0,2400.0,85.0,,
2014.0,,3100.0,2600.0,28.0,,
2014.0,,2800.0,2800.0,35.0,,
2014.0,,2000.0,800.0,4.5,,
2014.0,,2000.0,800.0,4.5,,
2014.0,,2600.0,1100.0,4.5,,
2014.0,,750.0,750.0,,,
2014.0,,,,,0.0,
2014.0,,,,,0.0,
2014.0,,2400.0,900.0,4.5,,
2014.0,,2600.0,1100.0,4.5,,
2014.0,,3200.0,3200.0,53.0,,
2014.0,,3500.0,3000.0,105.0,,
2014.0,,1600.0,1600.0,85.0,,
2014.0,,3600.0,3300.0,140.0,,
2014.0,,3300.0,2600.0,120.0,,
2014.0,,3500.0,2600.0,135.0,,
2014.0,,3700.0,3400.0,135.0,,
2014.0,,2500.0,1800.0,65.0,,
2014.0,,3500.0,3100.0,160.0,,
2014.0,,1580.0,1580.0,4.5,,
2014.0,,2160.0,2160.0,7.5,,
2014.0,,1830.0,1830.0,7.5,,
2014.0,,2160.0,2160.0,7.5,,
2014.0,,1330.0,1330.0,,,
2014.0,,1330.0,1330.0,,,
2014.0,,3200.0,3200.0,53.0,,
2014.0,,2800.0,2800.0,140.0,,
2014.0,,3100.0,3100.0,140.0,,
2014.0,,3600.0,3500.0,140.0,,
2014.0,,3800.0,3700.0,140.0,,
2014.0,,3800.0,3500.0,140.0,,
2014.0,,3500.0,3000.0,140.0,,
2014.0,,3800.0,3200.0,140.0,,
2014.0,,3500.0,3000.0,140.0,,
2014.0,,3700.0,3500.0,140.0,,
2014.0,,3300.0,2600.0,105.0,,
2014.0,,4000.0,3600.0,84.0,,
2014.0,,3600.0,2400.0,47.0,,
2014.0,,2800.0,2800.0,53.0,,
2014.0,,3700.0,3200.0,155.0,,
2014.0,,3700.0,3400.0,155.0,,
2014.0,,2400.0,1900.0,95.0,1.3,0.65
2014.0,,2100.0,1700.0,60.0,1.3,0.65
2014.0,,3200.0,2400.0,95.0,1.3,0.65
2014.0,,2700.0,2300.0,95.0,1.3,0.65
2014.0,,3000.0,2600.0,95.0,1.3,0.65
2014.0,,3600.0,3300.0,130.0,1.3,0.65
2014.0,,3400.0,2800.0,155.0,,
2014.0,,2700.0,2200.0,95.0,1.3,0.65
2014.0,,2900.0,2400.0,115.0,1.3,0.65
2014.0,,3100.0,2500.0,130.0,,
2014.0,,3200.0,2800.0,80.0,1.3,0.65
2014.0,,2400.0,2400.0,80.0,1.3,0.65
2014.0,,2700.0,2200.0,80.0,1.3,0.65
2014.0,,2800.0,2400.0,60.0,1.3,0.65
2014.0,,2200.0,2200.0,95.0,1.3,0.65
2014.0,,2600.0,2600.0,95.0,1.3,0.65
2014.0,,2900.0,2400.0,95.0,1.3,0.65
2014.0,,3100.0,2500.0,130.0,,
2014.0,,2800.0,2200.0,105.0,,
2014.0,,2900.0,2300.0,130.0,,
2014.0,,2800.0,2800.0,53.0,,
2014.0,,2400.0,2400.0,35.0,,
2014.0,,2700.0,1400.0,15.0,,
2014.0,,3000.0,1500.0,15.0,,
2014.0,,2800.0,2300.0,105.0,,
2014.0,,2900.0,2300.0,130.0,,
2014.0,,3100.0,2500.0,130.0,,
2014.0,,3400.0,2800.0,155.0,,
2014.0,,1900.0,1900.0,105.0,,
2014.0,,2500.0,2000.0,105.0,,
2014.0,,2700.0,2200.0,105.0,,
2014.0,,2800.0,2300.0,105.0,,
2014.0,,3200.0,2600.0,130.0,,
2014.0,,2900.0,2300.0,130.0,,
2014.0,,3400.0,2800.0,155.0,,
2014.0,,2800.0,2300.0,105.0,,
2014.0,,3600.0,3000.0,130.0,,
2014.0,,1800.0,1800.0,80.0,1.3,0.65
2014.0,,3300.0,2100.0,47.0,,
2014.0,,3900.0,2700.0,45.0,,
2014.0,,2600.0,2600.0,37.0,,
2014.0,,1330.0,1330.0,,,
2014.0,,1330.0,1330.0,,,
2014.0,,1330.0,1330.0,,,
2014.0,,1330.0,1330.0,,,
2014.0,,1330.0,1330.0,,,
2014.0,,1330.0,1330.0,,,
2014.0,,1333.0,1238.0,270.0,,
2014.0,,3000.0,2000.0,15.0,,
2014.0,,3600.0,2900.0,37.0,,
2014.0,,3700.0,3000.0,37.0,,
2014.0,,3400.0,2700.0,37.0,,
2014.0,,1333.0,1238.0,300.0,,
2014.0,,3400.0,3400.0,53.0,,
2014.0,,2900.0,2900.0,35.0,,
2014.0,,3300.0,3300.0,53.0,,
2014.0,,2800.0,2800.0,35.0,,
2014.0,,3100.0,3100.0,53.0,,
2014.0,,2700.0,2700.0,35.0,,
2014.0,,2900.0,2900.0,53.0,,
2014.0,,1490.0,1490.0,,,
2014.0,,2500.0,2500.0,35.0,,
2014.0,,1460.0,1460.0,,,
2014.0,,2900.0,1200.0,4.5,,
2014.0,,3500.0,3500.0,54.0,,
2014.0,,3000.0,3000.0,35.0,,
2014.0,,3600.0,3600.0,54.0,,
2014.0,,3100.0,3100.0,35.0,,
2014.0,,3600.0,3600.0,54.0,,
2014.0,,3200.0,3200.0,35.0,,
2014.0,,3800.0,3800.0,54.0,,
2014.0,,2600.0,2600.0,80.0,1.3,0.65
2014.0,,2700.0,1900.0,35.0,,
2014.0,,3500.0,2900.0,47.0,,
2014.0,,3500.0,2500.0,47.0,,
2014.0,,3500.0,2500.0,47.0,,
2014.0,,3300.0,2300.0,37.0,,
2014.0,,3300.0,2300.0,37.0,,
2014.0,,3800.0,2800.0,47.0,,
2014.0,,3900.0,2900.0,47.0,,
2014.0,,4000.0,3100.0,57.0,,
2014.0,,3600.0,2800.0,155.0,,
2014.0,,3200.0,1800.0,47.0,,
2014.0,,1590.0,1590.0,,,
2014.0,,2000.0,800.0,4.5,,
